HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(3)
V1,5,878,0.06673564407656493,0.5615034168564921
V2,5,2513,0.05438941164305656,0.7946677278153601
V3,5,3379,0.036771557594437676,0.7555489789878662
V4,5,3753,0.033252443103561354,0.841726618705036
V5,5,3545,0.03684996798747955,0.7317348377997179
V6,5,3600,0.03737796373779637,0.72
V7,5,3745,0.035509736540664374,0.5746328437917223
V8,5,3139,0.033346597692001594,0.7699904428161835
V9,5,1193,0.03208219752568673,0.7242246437552389
V12,5,1424,0.04329754069968826,0.8160112359550562
V23,5,2312,0.053317276111232756,0.8278546712802768
V34,5,3669,0.0357455992446213,0.8465521940583265
V45,5,3639,0.03524136481468507,0.8271503160208848
V56,5,3766,0.03392808867261422,0.8146574614976102
V67,5,3542,0.03815004262574595,0.7939017504234895
V78,5,3172,0.031712962962962964,0.8215636822194199
V89,5,1136,0.030983385720700495,0.8362676056338028
sequence,5,6859,0.021425141295112853,0.45210672109636973
V1,6,930,0.07052962768746722,0.586021505376344
V2,6,2410,0.05483936975649683,0.7410788381742739
V3,6,3390,0.03507890961262554,0.7117994100294985
V4,6,3846,0.03424838326514452,0.7730109204368174
V5,6,3549,0.03557959154628905,0.6570865032403495
V6,6,3614,0.035948624877844476,0.689540675152186
V7,6,3817,0.03581826799377073,0.5499083049515326
V8,6,3097,0.03252161497580709,0.7300613496932515
V9,6,1203,0.016179869720529524,0.655860349127182
V12,6,1449,0.04452948338841538,0.8067632850241546
V23,6,2320,0.05336401490247644,0.7793103448275862
V34,6,3668,0.03540598867008363,0.8031624863685932
V45,6,3616,0.03602406267487409,0.8022676991150443
V56,6,3710,0.03454080258551037,0.7714285714285715
V67,6,3544,0.037444933920704845,0.7562076749435666
V78,6,3214,0.03050007741136399,0.7669570628500311
V89,6,1117,0.017437961099932932,0.7931960608773501
sequence,6,4662,0.029870403540195975,0.7168597168597168
