HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(5)
V1,5,878,0.06673564407656493,0.7927107061503417
V2,5,2513,0.05438941164305656,0.8249104655789893
V3,5,3379,0.036771557594437676,0.8129624149156556
V4,5,3753,0.033252443103561354,0.8614441779909405
V5,5,3545,0.03684996798747955,0.8256699576868829
V6,5,3600,0.03737796373779637,0.8200000000000001
V7,5,3745,0.035509736540664374,0.7316421895861148
V8,5,3139,0.033346597692001594,0.8343421471806307
V9,5,1193,0.03208219752568673,0.8038558256496228
V12,5,1424,0.04329754069968826,0.8314606741573034
V23,5,2312,0.053317276111232756,0.8317474048442907
V34,5,3669,0.0357455992446213,0.8345598255655492
V45,5,3639,0.03524136481468507,0.8301731244847486
V56,5,3766,0.03392808867261422,0.8292618162506639
V67,5,3542,0.03815004262574595,0.8181818181818181
V78,5,3172,0.031712962962962964,0.851828499369483
V89,5,1136,0.030983385720700495,0.8626760563380281
sequence,5,6859,0.021425141295112853,0.5350634203236624
V1,6,930,0.07052962768746722,0.7612903225806451
V2,6,2410,0.05483936975649683,0.7726141078838175
V3,6,3390,0.03507890961262554,0.7575221238938052
V4,6,3846,0.03424838326514452,0.7834113364534582
V5,6,3549,0.03557959154628905,0.7449985911524373
V6,6,3614,0.035948624877844476,0.7689540675152186
V7,6,3817,0.03581826799377073,0.6602043489651559
V8,6,3097,0.03252161497580709,0.7736519212140781
V9,6,1203,0.016179869720529524,0.6982543640897756
V12,6,1449,0.04452948338841538,0.8178053830227743
V23,6,2320,0.05336401490247644,0.7952586206896551
V34,6,3668,0.03540598867008363,0.8017993456924755
V45,6,3616,0.03602406267487409,0.8133296460176991
V56,6,3710,0.03454080258551037,0.7878706199460916
V67,6,3544,0.037444933920704845,0.8013544018058691
V78,6,3214,0.03050007741136399,0.7930927193528313
V89,6,1117,0.017437961099932932,0.7985675917636527
sequence,6,4662,0.029870403540195975,0.758043758043758
