HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Random Forest - RF(1)
V7,6,1803,0.035914552736982644,0.08763172490293958
V8,6,1615,0.03270803270803271,0.0724458204334365
V9,6,611,0.015611814345991562,0.03109656301145658
V12,6,719,0.043402777777777776,0.07510431154381081
V23,6,1129,0.052242054854157595,0.08591674047829934
V34,6,1873,0.03552542372881356,0.09610250934329956
V45,6,1775,0.0362066564545328,0.09126760563380276
V56,6,1871,0.03427800269905533,0.07642971672902188
V67,6,1763,0.037042293499858076,0.09529211571185481
V78,6,1635,0.03218784014927694,0.07522935779816509
V89,6,574,0.01891040072039622,0.03484320557491294
sequence,6,2114,0.03492447129909366,0.08798486281929996
