HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,k,Accuracy
V4,5,1882,0.033033419023136244,1,0.07970244420828909
V4,5,1882,0.033033419023136244,2,0.3990435706695006
V4,5,1882,0.033033419023136244,3,0.5191285866099894
V4,5,1882,0.033033419023136244,4,0.3597236981934112
V4,5,1882,0.033033419023136244,5,0.2885228480340064
