HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(5)
V6,6,1791,0.03579885777963505,0.15410385259631487
V7,6,1844,0.03597798362196268,0.26464208242950105
V8,6,1544,0.03313253012048193,0.18393782383419688
V9,6,607,0.017270429654591406,0.14003294892915985
V12,6,729,0.0445993031358885,0.10425240054869689
V23,6,1165,0.05221588415971917,0.1321888412017167
V34,6,1849,0.034734423570752807,0.14386154678204432
V45,6,1799,0.03632807042056728,0.14063368538076715
V56,6,1907,0.03498779495524817,0.12847404299947562
V67,6,1782,0.036715525828945494,0.1503928170594837
V78,6,1518,0.03344532681734881,0.14558629776021081
V89,6,575,0.01891891891891892,0.15304347826086961
sequence,6,2111,0.03515341870016912,0.1866414021790621
