HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(4)
V1,5,878,0.06673564407656493,0.6640091116173121
V2,5,2513,0.05438941164305656,0.8066056506167927
V3,5,3379,0.036771557594437676,0.7641313998224326
V4,5,3753,0.033252443103561354,0.8470556887823075
V5,5,3545,0.03684996798747955,0.7667136812411848
V6,5,3600,0.03737796373779637,0.7586111111111111
V7,5,3745,0.035509736540664374,0.6779706275033378
V8,5,3139,0.033346597692001594,0.7871933736858873
V9,5,1193,0.03208219752568673,0.7778709136630344
V12,5,1424,0.04329754069968826,0.8349719101123596
V23,5,2312,0.053317276111232756,0.8356401384083045
V34,5,3669,0.0357455992446213,0.8495502861815208
V45,5,3639,0.03524136481468507,0.8367683429513603
V56,5,3766,0.03392808867261422,0.8138608603292619
V67,5,3542,0.03815004262574595,0.7882552230378317
V78,5,3172,0.031712962962962964,0.8133669609079446
V89,5,1136,0.030983385720700495,0.8380281690140845
sequence,5,6859,0.021425141295112853,0.5295232541186762
V1,6,930,0.07052962768746722,0.6548387096774193
V2,6,2410,0.05483936975649683,0.7605809128630705
V3,6,3390,0.03507890961262554,0.7230088495575222
V4,6,3846,0.03424838326514452,0.7800312012480499
V5,6,3549,0.03557959154628905,0.6990701606086221
V6,6,3614,0.035948624877844476,0.724405091311566
V7,6,3817,0.03581826799377073,0.6177626408173958
V8,6,3097,0.03252161497580709,0.7436228608330643
V9,6,1203,0.016179869720529524,0.6916043225270159
V12,6,1449,0.04452948338841538,0.8040027605244997
V23,6,2320,0.05336401490247644,0.7797413793103448
V34,6,3668,0.03540598867008363,0.8088876772082879
V45,6,3616,0.03602406267487409,0.8127765486725664
V56,6,3710,0.03454080258551037,0.7752021563342318
V67,6,3544,0.037444933920704845,0.7776523702031602
V78,6,3214,0.03050007741136399,0.7747355320472931
V89,6,1117,0.017437961099932932,0.7815577439570278
sequence,6,4662,0.029870403540195975,0.7604032604032605
