HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(1),Naive Bayes - NB(2),Naive Bayes - NB(3),Naive Bayes - NB(4),Naive Bayes - NB(5)
V2,6,2410,0.05483936975649683,0.31825726141078836,0.6136929460580913,0.7410788381742739,0.7605809128630705,0.7726141078838175
V3,6,3390,0.03507890961262554,0.19734513274336285,0.6023598820058997,0.7117994100294985,0.7230088495575222,0.7575221238938052
V4,6,3846,0.03424838326514452,0.2046281851274051,0.6224648985959438,0.7730109204368174,0.7800312012480499,0.7834113364534582
V5,6,3549,0.03557959154628905,0.1397576782192167,0.5624119470273317,0.6570865032403495,0.6990701606086221,0.7449985911524373
V6,6,3614,0.035948624877844476,0.1806862202545656,0.5545102379634754,0.689540675152186,0.724405091311566,0.7689540675152186
V7,6,3817,0.03581826799377073,0.08750327482315956,0.46502488865601255,0.5499083049515326,0.6177626408173958,0.6602043489651559
V8,6,3097,0.03252161497580709,0.19309008718114307,0.6122053600258315,0.7300613496932515,0.7436228608330643,0.7736519212140781
V9,6,1203,0.016179869720529524,0.2477140482128013,0.6217788861180382,0.655860349127182,0.6916043225270159,0.6982543640897756
V12,6,1449,0.04452948338841538,0.34092477570738444,0.6356107660455487,0.8067632850241546,0.8040027605244997,0.8178053830227743
V23,6,2320,0.05336401490247644,0.34956896551724137,0.6362068965517241,0.7793103448275862,0.7797413793103448,0.7952586206896551
V34,6,3668,0.03540598867008363,0.31842966194111233,0.6540348964013086,0.8031624863685932,0.8088876772082879,0.8017993456924755
V45,6,3616,0.03602406267487409,0.2859513274336283,0.6438053097345133,0.8022676991150443,0.8127765486725664,0.8133296460176991
V56,6,3710,0.03454080258551037,0.2506738544474394,0.6277628032345013,0.7714285714285715,0.7752021563342318,0.7878706199460916
V67,6,3544,0.037444933920704845,0.24604966139954854,0.5998871331828443,0.7562076749435666,0.7776523702031602,0.8013544018058691
V78,6,3214,0.03050007741136399,0.30056004978220285,0.635656502800249,0.7669570628500311,0.7747355320472931,0.7930927193528313
V89,6,1117,0.017437961099932932,0.4852282900626679,0.7323187108325873,0.7931960608773501,0.7815577439570278,0.7985675917636527
sequence,6,4662,0.029870403540195975,0.2983697983697984,0.5596310596310596,0.7168597168597168,0.7604032604032605,0.758043758043758
