HyperVariable Region,Taxonomy Rank to be classified,Test Size,Main Class prop,Naive Bayes - NB(2)
V1,5,878,0.06673564407656493,0.48405466970387245
V2,5,2513,0.05438941164305656,0.5789892558694787
V3,5,3379,0.036771557594437676,0.5963302752293578
V4,5,3753,0.033252443103561354,0.6357580602184918
V5,5,3545,0.03684996798747955,0.5918194640338506
V6,5,3600,0.03737796373779637,0.5419444444444445
V7,5,3745,0.035509736540664374,0.4942590120160214
V8,5,3139,0.033346597692001594,0.5915896782414782
V9,5,1193,0.03208219752568673,0.6487845766974015
V12,5,1424,0.04329754069968826,0.5828651685393258
V23,5,2312,0.053317276111232756,0.6185121107266436
V34,5,3669,0.0357455992446213,0.6459525756336877
V45,5,3639,0.03524136481468507,0.631766968947513
V56,5,3766,0.03392808867261422,0.6141795007966011
V67,5,3542,0.03815004262574595,0.5567476002258611
V78,5,3172,0.031712962962962964,0.640920554854981
V89,5,1136,0.030983385720700495,0.7411971830985915
sequence,5,6859,0.021425141295112853,0.2554308208193614
V1,6,930,0.07052962768746722,0.5172043010752688
V2,6,2410,0.05483936975649683,0.6136929460580913
V3,6,3390,0.03507890961262554,0.6023598820058997
V4,6,3846,0.03424838326514452,0.6224648985959438
V5,6,3549,0.03557959154628905,0.5624119470273317
V6,6,3614,0.035948624877844476,0.5545102379634754
V7,6,3817,0.03581826799377073,0.46502488865601255
V8,6,3097,0.03252161497580709,0.6122053600258315
V9,6,1203,0.016179869720529524,0.6217788861180382
V12,6,1449,0.04452948338841538,0.6356107660455487
V23,6,2320,0.05336401490247644,0.6362068965517241
V34,6,3668,0.03540598867008363,0.6540348964013086
V45,6,3616,0.03602406267487409,0.6438053097345133
V56,6,3710,0.03454080258551037,0.6277628032345013
V67,6,3544,0.037444933920704845,0.5998871331828443
V78,6,3214,0.03050007741136399,0.635656502800249
V89,6,1117,0.017437961099932932,0.7323187108325873
sequence,6,4662,0.029870403540195975,0.5596310596310596
